Year,Field,Company,Hybrid,Yield,Moisture,Erect,DoP,DoH,RM,Stand,PPA,IncRate&Exp/Reg
1984,Urbana,Voris,2491,168,19.8,100,5-May,28-Sep,NaN,,,
1984,Urbana,Voris,2531,181,22.4,97,5-May,28-Sep,NaN,,,
1984,Urbana,Voris,2631,180,23.6,97,5-May,28-Sep,NaN,,,
1984,Urbana,Voris,2631,37,28.9,92,5-May,28-Sep,NaN,,,
1985,Brownstown,Adler,6100,180,22.7,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Adler,7905,132,20.3,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Agratech,GK750,173,23.8,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Agratech,GK850,190,24.1,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Agrinetics,8110,171,21.2,82,16-May,23-Oct,NaN,,,
1985,Brownstown,Agrinetics,8119,148,23.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Agrinetics,8135,153,22,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Agripro,AP-391,156,19.2,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Agripro,AP-401,142,20.6,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Agripro,AP-470,168,21.3,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Agripro,AP-655,177,24.4,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Ainsworth,X-222,104,22.9,78,16-May,23-Oct,NaN,,,
1985,Brownstown,Ainsworth,X-306,164,20.4,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Ainsworth,X-409,179,22.6,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Ainsworth,X-516A,184,23.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Ainsworth,X-918,169,24.6,70,16-May,23-Oct,NaN,,,
1985,Brownstown,Americana,2580,163,18.7,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Americana,3300,188,23.6,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Americana,4040,113,19.9,65,16-May,23-Oct,NaN,,,
1985,Brownstown,Americana,4640,189,25.4,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Americana,4730,191,25.5,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Asgrow,RX717,155,21.4,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Asgrow,RX788,165,20.6,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Asgrow,XP6955,183,21.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Bear,446,162,20,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Bear,810AA,171,20.7,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Beck,67X,176,22.6,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Beck,89X,178,23.3,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Bo-Jac,562,185,25.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Cargill,874,172,20,88,16-May,23-Oct,NaN,,,
1985,Brownstown,Cargill,921,159,20,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Cargill,967,125,20.1,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Cargill,980,115,23.4,89,16-May,23-Oct,NaN,,,
1985,Brownstown,CFS,7001,182,25.8,97,16-May,23-Oct,NaN,,,
1985,Brownstown,CFS,EW95013,161,21.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,CFS,W4000,175,22.3,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Challenger,CS410,167,20.4,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Challenger,CS410,166,23.3,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Challenger,CS412,187,23.7,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Challenger,CS415,176,21.4,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Coker,8625,181,22.7,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Coker,8719,100,21.1,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Coker,XP5074,157,19.6,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Cornelius,C-55SX,179,21.2,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Crow,199,152,18.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Crow,431,156,20.4,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Crow,488,168,20.8,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Crow,666,104,19.7,82,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DST11007,145,21.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DST11505,154,23,76,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DX1013,165,20.1,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DX1013,175,21.2,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DX1015,173,21.4,91,16-May,23-Oct,NaN,,,
1985,Brownstown,Dairyland,DX1107,185,21.2,98,16-May,23-Oct,NaN,,,
1985,Brownstown,DeKalb,636,180,23.5,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Dockendorff,7670,172,21.2,88,16-May,23-Oct,NaN,,,
1985,Brownstown,Dockendorff,7670,183,22.8,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Duesterhaus,1110,164,24.1,98,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7725,157,18.4,95,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7780,158,22.4,97,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7780,170,23,98,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7780A,149,20,100,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7780A,161,21.5,93,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7782,102,19.4,71,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7785,181,22,97,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7787,176,20.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7787,162,20.4,99,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7788,102,21,73,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7796,103,19.7,96,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7796B,171,21.9,79,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7796C,103,19.9,96,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK7797,160,22,98,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK8808,177,23.2,95,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK9900,193,25.2,99,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK9910,106,20.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK9910,153,22.8,100,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK9920,111,22.8,93,16-May,23-Oct,NaN,,,
1985,Brownstown,EK Premium,EK9920,151,23.6,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Federal,FX29,136,18.9,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,5051X,100,20.2,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,5051X,175,24.6,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,G-4326,164,19.9,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,G-4440,169,23,33,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,G-4522,106,20.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,G-4522,174,21.5,92,16-May,23-Oct,NaN,,,
1985,Brownstown,Funks,G-4522,184,23.1,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Garst,8344,183,23.7,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Garst,8520,173,21.8,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Golden Acres,6991,72,22.3,92,16-May,23-Oct,NaN,,,
1985,Brownstown,Golden Acres,6998,98,22.8,88.4,16-May,23-Oct,NaN,,,
1985,Brownstown,Golden Harvest,2604,189,24.1,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Great Lakes,579,166,20.3,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Growmark,681,114,21.1,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Henkel,H-199,177,22.2,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Hoblit,439,181,21.7,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Hoblit,442,117,21.7,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Hoblit,443,106,19.7,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Hoblit,443,178,21.8,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Hubner,3308,171,22.5,79,16-May,23-Oct,NaN,,,
1985,Brownstown,Hubner,3314,85,20.1,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Hubner,3314,174,23.2,92,16-May,23-Oct,NaN,,,
1985,Brownstown,Hubner,3319,106,22.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Hubner,8417,103,20.7,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Hughes,5350,165,20.3,77,16-May,23-Oct,NaN,,,
1985,Brownstown,Hughes,5404,173,21.5,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Hughes,D15,179,22,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Kaltenberg,64,182,22.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Kitchen,KSC513A,188,24.7,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Kruger,8110,161,19.4,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Kruger,8115,167,23.9,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Lynks,4102,180,20.4,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Lynks,4235,163,19.1,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Lynks,4344,90,20.6,95,16-May,23-Oct,NaN,,,
1985,Brownstown,McAllister,SX8410,178,25.2,96,16-May,23-Oct,NaN,,,
1985,Brownstown,McCurdy,7372,185,23.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,McCurdy,7676,121,20.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,McCurdy,7711,122,21.6,94,16-May,23-Oct,NaN,,,
1985,Brownstown,NC+,8331,189,26,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Noble,2551A,186,23.4,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Northrup King,PX9540,102,20.1,72,16-May,23-Oct,NaN,,,
1985,Brownstown,Northrup King,X4514,154,20.8,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Northrup King,X4514,167,21.5,100,16-May,23-Oct,NaN,,,
1985,Brownstown,P.A.G.,267,155,20.8,97,16-May,23-Oct,NaN,,,
1985,Brownstown,P.A.G.,297,165,19.9,100,16-May,23-Oct,NaN,,,
1985,Brownstown,P.A.G.,310,164,21,97,16-May,23-Oct,NaN,,,
1985,Brownstown,P.A.G.,351,171,22.7,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Payco,860,172,23.3,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Payco,872,187,22.2,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Payco,900,127,20.2,94,16-May,23-Oct,NaN,,,
1985,Brownstown,Payco,900,200,24,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Paymaster,4790,162,21.7,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Paymaster,7190,191,22.9,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Paymaster,7990,192,24.3,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Pfister,1700,174,20.4,92,16-May,23-Oct,NaN,,,
1985,Brownstown,Pfister,2880,100,19.6,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Pfister,2880,166,20.1,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Pfister,3850,176,22.7,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,673,104,21.3,81,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,702,100,19.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,6392,110,20.3,53,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,601A,140,20.9,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,M121,97,19.2,73.8,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,M291,150,20.3,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,M321,175,21.9,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Pocklington,M51,177,21.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Prairie,EXP328B,158,20.6,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Prairie,SX485,173,20.3,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Prairie,SX710,181,25.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Pride,5556,160,20.5,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Pride,6692,170,22.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,S Brand,54,162,20.1,99,16-May,23-Oct,NaN,,,
1985,Brownstown,S Brand,63,169,24.1,36,16-May,23-Oct,NaN,,,
1985,Brownstown,S Brand,70,185,26.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,S Brand,63A,163,20.9,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Seedex,5311,124,21,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,171,179,21.5,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,176,175,21.8,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,176,173,21.9,90,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,178,172,21.1,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,186,102,20,72,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,194,118,21.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Shissler,196,165,23.3,87,16-May,23-Oct,NaN,,,
1985,Brownstown,Sieben,68XS,183,24.3,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Sohigro,32,148,20.4,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Sohigro,59,188,23.2,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Sohigro,77,182,25.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Stauffer,5340,168,18.9,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Stauffer,5340,181,21,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Stauffer,6595,178,22.1,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Stauffer,7751,171,21.8,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Stauffer,7751,197,22.5,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Stewart,77,180,24.2,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Stewart,8430,177,26.2,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Stone,SX337,189,23.9,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Stone,SX36,120,20.1,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Stone,SX41,190,25.3,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Stone,SX455,170,24.1,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Sturdy Grow,778W,153,21.8,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Sturdy Grow,903W,133,22,93,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,240,194,24,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,2405,94,20.6,39.3,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,2405,179,23.7,96,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,2750,177,22.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,3150,173,20.9,91,16-May,23-Oct,NaN,,,
1985,Brownstown,Sun Prairie,2300X,169,21.7,100,16-May,23-Oct,NaN,,,
1985,Brownstown,Super Crost,7576,95,22.4,93.6,16-May,23-Oct,NaN,,,
1985,Brownstown,Terra,3260,157,19.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Terra,3260,176,22.8,94,16-May,23-Oct,NaN,,,
1985,Brownstown,Thor-O-Bred,660,106,23.2,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Thor-O-Bred,EXP1460,117,21.4,99,16-May,23-Oct,NaN,,,
1985,Brownstown,Thor-O-Bred,EXP1460,184,25.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-2990,164,20.6,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-5380,186,24.3,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-5460,108,20.2,NaN,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-5470,104,21,84,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-7440,185,27.9,98,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-7550,104,22.8,82,16-May,23-Oct,NaN,,,
1985,Brownstown,Trisler,T-84-2,92,20.8,85,16-May,23-Oct,NaN,,,
1985,Brownstown,United,U-160,175,20.3,93,16-May,23-Oct,NaN,,,
1985,Brownstown,United,U-351,167,21.7,100,16-May,23-Oct,NaN,,,
1985,Brownstown,United,U-703,181,25.1,97,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,638,99,19.4,87.1,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,644,89,19.6,78,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,644,169,21.1,72,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,840,115,18.5,89,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,840,161,22.1,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Uphoff,850,159,21.7,95,16-May,23-Oct,NaN,,,
1985,Brownstown,Voris,EXP1224,97,20.1,74.1,16-May,23-Oct,NaN,,,
1985,Brownstown,Voris,EXP1261,196,24.3,99,16-May,23-Oct,NaN,,,
1985,DeKalb,Adler,3015,191,21.8,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Adler,3015,168,23.1,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Adler,30X,165,20.8,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Adler,60X,179,24,96,7-May,29-Oct,NaN,,,
1985,DeKalb,Agratech,GKEXP5923,119,21.2,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Agrigold,A-6611,188,24.1,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Agrigold,A-6612,187,23.1,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Agrigold,A-6615,180,23,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Agrinetics,7112,156,22.4,83,7-May,29-Oct,NaN,,,
1985,DeKalb,Agrinetics,7115,171,22.8,82,7-May,29-Oct,NaN,,,
1985,DeKalb,Agripro,AP-391,162,19.8,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Agripro,AP-555,183,24.2,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Ainsworth,X-617,125,21.7,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,3010,164,21.7,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,3045,173,19.2,90,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,3100,159,23.5,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,3300,135,20.6,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,3300,182,22.2,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,4040,171,21.5,84,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,4640,133,21.6,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,4730,116,22.1,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,4780,185,25.3,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Americana,C469,162,19.7,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Asgrow,RX777,163,21.7,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Asgrow,RX788,111,19.6,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Asgrow,SX2450,177,20.4,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Asgrow,SX6882,181,21.8,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Asgrow,XP8755,185,22.7,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Bear,438,171,22.9,79,7-May,29-Oct,NaN,,,
1985,DeKalb,Bear,446,176,21.9,94,7-May,29-Oct,NaN,,,
1985,DeKalb,Bear,812,122,22.3,94,7-May,29-Oct,NaN,,,
1985,DeKalb,Bear,810AA,129,19.5,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Beck,40XT,156,20.7,82,7-May,29-Oct,NaN,,,
1985,DeKalb,Beck,45X,167,20,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,391,188,22,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,432,162,19.5,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,603,165,21.6,87,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,603,178,24.4,96,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,607,174,21.9,92,7-May,29-Oct,NaN,,,
1985,DeKalb,Bo-Jac,4420,176,20,94,7-May,29-Oct,NaN,,,
1985,DeKalb,Callahan,C747,183,19.9,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Callahan,C766,172,21.7,87,7-May,29-Oct,NaN,,,
1985,DeKalb,Callahan,C773,179,23.5,96,7-May,29-Oct,NaN,,,
1985,DeKalb,Campbell,C755,193,22.1,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,889,153,18.7,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,893,166,21.1,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,921,168,23.3,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,937,182,24.1,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,955,161,22.1,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,973,115,21,89,7-May,29-Oct,NaN,,,
1985,DeKalb,Cargill,973,176,25.5,94,7-May,29-Oct,NaN,,,
1985,DeKalb,CFS,6203,180,21.7,97,7-May,29-Oct,NaN,,,
1985,DeKalb,CFS,7801,175,23.5,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Challenger,CS407B,157,18.6,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Challenger,CS407B,169,21.3,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Challenger,CS412,179,23.5,96,7-May,29-Oct,NaN,,,
1985,DeKalb,Coker,8575,189,21.5,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Coker,8575,173,24.1,90,7-May,29-Oct,NaN,,,
1985,DeKalb,Coker,8625,183,21.2,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Coker,8625,185,24.6,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Cornelius,C-44SX,175,20.3,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,444,157,19.6,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,488,184,21.4,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,525,154,20.6,77,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,525,176,22.9,94,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,666,172,22.9,88,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,690,124,22.1,84,7-May,29-Oct,NaN,,,
1985,DeKalb,Crow,690,175,25.2,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DST11007,159,23.5,90,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1008,152,18.3,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1015,171,22.9,79,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1015,181,24.7,97,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1017,191,24.2,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1020,190,23.5,99,7-May,29-Oct,NaN,,,
1985,DeKalb,Dairyland,DX1107,165,19.1,87,7-May,29-Oct,NaN,,,
1985,DeKalb,Dale Robinson,DR301,170,23.2,97,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,505,167,19.8,100,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,562,155,17.5,89,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,562,166,19.4,95,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,636,158,21.5,98,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,656,164,22,96,7-May,29-Oct,NaN,,,
1985,DeKalb,DeKalb,689,111,21.8,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Dockendorff,7150,175,20,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Dockendorff,7338,168,21.6,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Duesterhaus,1110,157,20.1,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Duesterhaus,118A,181,20.9,97,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7725,164,19.5,98,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7730,151,19.5,99,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7732,161,19.1,93,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7732,156,21.2,83,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7740,187,21.7,98,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7780,161,20.6,96,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7781,153,20.1,100,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7782,167,21.7,100,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7796,160,22.1,99,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7796B,160,20.3,99,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7796C,172,21.2,88,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7796C,183,22.5,98,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK7797,162,25.5,99,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK8805,121,19.3,97,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK8805,164,22,97,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK8808,177,26.8,95,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK8820,171,25.6,79,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK9900,121,22.3,97,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK9900,179,25.3,96,7-May,29-Oct,NaN,,,
1985,DeKalb,EK Premium,EK9900A,185,24.5,98,7-May,29-Oct,NaN,,,
1985,DeKalb,Federal,FT44,173,22,91,7-May,29-Oct,NaN,,,
1985,DeKalb,Federal,FX6A,140,20.4,93,7-May,29-Oct,NaN,,,
1985,DeKalb,Federal,FX7,136,18.5,95,7-May,29-Oct,NaN,,,
1985,DeKalb,Frey,70,173,24,90,7-May,29-Oct,NaN,,,
1985,DeKalb,Funks,3020X,149,19.4,100,7-May,29-Oct,NaN,,,
1985,DeKalb,Funks,4028X,166,19.3,100,7-May,29-Oct,NaN,,,
